OBJECTID,ID,Datum,Den,Day,DenNoc,DayNight,DruhNehody,Type,Zavineni,CausedBy,Alkohol,Alcohol,HlavniPricina,MainCause,Usmrceno,Tezce,Lehce,DeathToll,HeavyInjuries,LightInjuries,StavPovrchu,RoadCondition,Pocasi,Weather,SpecifikaceMista,PlaceSituation,DruhVozidla,VehicleType,Smyk,Skyd,Skoda,X,Y,x2,y2
3150,60206181913,10/9/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.627790685,49.1992332940001,16.627790685,49.1992332940001
3151,60206181914,10/10/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,1000,16.6238206790001,49.166523527,16.6238206790001,49.166523527
3152,60206181915,10/10/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,10000,16.554278686,49.2207603580001,16.554278686,49.2207603580001
3153,60206181916,10/10/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,1,0,0,1,0,"Suchý, neznečištěný",Dry and clean,Jiné ,Other,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,15000,16.6193696820001,49.182926438,16.6193696820001,49.182926438
3154,60206181917,10/10/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Trolejbus,Trolleybus,Ne,No,6000,16.601150681,49.196690163,16.601150681,49.196690163
3155,60206181918,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,15000,16.564022687,49.174009948,16.564022687,49.174009948
3156,60206181919,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,"Most, nadjezd, podjezd, tunel","Bridge, overpass, underpass, tunel ","Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6147566820001,49.1741569600001,16.6147566820001,49.1741569600001
3157,60206181920,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,2,0,0,2,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,10000,16.559952686,49.2047805720001,16.559952686,49.204780572
3158,60206181921,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.598028679,49.175667038,16.598028679,49.175667038
3159,60206181922,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,5000,16.628888681,49.157885035,16.628888681,49.157885035
3160,60206181923,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.600507678,49.2145470560001,16.600507678,49.2145470560001
3161,60206181924,10/12/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,16.6911446870001,49.155709906,16.6911446870001,49.155709906
3162,60206181925,10/12/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Nákladní automobil,Truck,Ne,No,0,16.5819286890001,49.169988727,16.5819286890001,49.169988727
3163,60206181926,10/12/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Motocykl,Motorbike,Ne,No,40000,16.5812746770001,49.222502439,16.5812746770001,49.222502439
3164,60206181927,10/12/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,16.659936682,49.190661844,16.659936682,49.190661844
3165,60206181928,10/11/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.576049681,49.167436584,16.576049681,49.167436584
3166,60206181929,10/12/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,5000,16.5563267970001,49.1702392390001,16.5563267970001,49.1702392390001
3167,60206181930,10/13/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,3,0,0,3,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,200000,16.6533316810001,49.1239149570001,16.6533316810001,49.1239149570001
3168,60206181931,10/13/2018 12:00:00 AM,Sobota,Saturday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Výjezd z parkoviště,Exit from car park,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5981616870001,49.157326004,16.5981616870001,49.157326004
3169,60206181932,10/13/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.5856266810001,49.240151241,16.5856266810001,49.240151241
3170,60206181933,10/14/2018 12:00:00 AM,Neděle,Sunday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5875286780001,49.2459694980001,16.5875286780001,49.2459694980001
3171,60206181934,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,10000,16.617457689,49.2015144100001,16.617457689,49.2015144100001
3172,60206181935,10/14/2018 12:00:00 AM,Neděle,Sunday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,5000,16.554104683,49.1663745170001,16.554104683,49.1663745170001
3173,60206181936,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,10000,16.667521675,49.1834124630001,16.667521675,49.1834124630001
3174,60206181937,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,20000,16.5366836810001,49.2240365070001,16.5366836810001,49.2240365070001
3175,60206181938,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,5000,16.5997876870001,49.2119139270001,16.5997876870001,49.2119139270001
3176,60206181939,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Havárie,Crash,Řidičem nemotorového vozidla,Non-motorized vehicle driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Jízdní kolo,Bicycle,Ne,No,5000,16.6297106800001,49.224248522,16.6297106800001,49.224248522
3177,60206181940,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,40000,16.577888682,49.2471175420001,16.577888682,49.2471175420001
3178,60206181941,10/14/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,15000,16.6379986760001,49.1959901270001,16.6379986760001,49.1959901270001
3179,60206181942,10/6/2018 12:00:00 AM,Sobota,Saturday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Nákladní automobil,Truck,Ne,No,0,16.6018816820001,49.1976432120001,16.6018816820001,49.1976432120001
3180,60206181943,10/15/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5227976790001,49.21524809,16.5227976790001,49.21524809
3181,60206181944,10/15/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Výjezd z parkoviště,Exit from car park,Osobní automobil,Car,Ne,No,5000,16.6219346830001,49.186813649,16.6219346830001,49.186813649
3182,60206181945,10/10/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6265276880001,49.1976222100001,16.6265276880001,49.1976222100001
3183,60206181946,10/15/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Jiný druh nehody,Other,Řidičem nemotorového vozidla,Non-motorized vehicle driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Výjezd z parkoviště,Exit from car park,Jízdní kolo,Bicycle,Ne,No,500,16.66714768,49.202745474,16.66714768,49.202745474
3184,60206181947,10/15/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Výjezd z parkoviště,Exit from car park,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.680649685,49.1736859280001,16.680649685,49.173685928
3185,60206181948,10/15/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,10000,16.609808689,49.187860701,16.609808689,49.187860701
3186,60206181949,10/15/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Motocykl,Motorbike,Ne,No,15000,16.616202684,49.2207723510001,16.616202684,49.220772351
3187,60206181950,10/15/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,"Most, nadjezd, podjezd, tunel","Bridge, overpass, underpass, tunel ",Motocykl,Motorbike,Ano,Yes,50000,16.5831836780001,49.2165711550001,16.5831836780001,49.2165711550001
3188,60206181951,10/16/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Nákladní automobil,Truck,Ne,No,0,16.603736688,49.214758063,16.603736688,49.214758063
3189,60206181952,10/16/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.715469679,49.201994433,16.715469679,49.201994433
3190,60206181953,10/16/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.606612677,49.1835044640001,16.606612677,49.1835044640001
3191,60206181954,10/16/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,80000,16.6429946820001,49.2120989380001,16.6429946820001,49.2120989380001
3192,60206181955,10/16/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6287026810001,49.1670885600001,16.6287026810001,49.1670885600001
3193,60206181956,10/16/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6800046770001,49.2039595300001,16.6800046770001,49.2039595300001
3194,60206181957,10/16/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.622222686,49.1943950450001,16.622222686,49.1943950450001
